EmployeeID,FullName,Birthday,Gender,CCCD,Street,District,City,PhoneNumber,BasicSalary,Manager,CenterID,AccountLogin,IsManager,IsReceptionist,IsTechnician,IsCashier,IsAdmin
EMP0025,Đặng Trọng Đạt,1992-07-26,Nam,035778241736,282 Phạm Ngũ Lão,Hóa An,Biên Hòa,0353518233,13574878,EMP0009,CEN009,TN0006,0,0,1,0,0
EMP0026,Phạm Hồng Quỳnh,1976-05-21,Nữ,027004306327,274 Đề Thám,Hồng Bàng,Hải Phòng,0912710947,12061854,EMP0003,CEN003,RC0004,0,1,0,0,0
EMP0027,Huỳnh Thị Nhung,1976-08-13,Nữ,056095590180,252 Phan Đình Phùng,Đống Đa,Hà Nội,0761318699,16242892,EMP0008,CEN008,AD0004,0,0,0,0,1
EMP0028,Dương Xuân Thanh,1992-09-24,Nữ,094302692509,31 Võ Thị Sáu,Kiến An,Hải Phòng,0342328120,14464863,EMP0007,CEN007,AD0005,0,0,0,0,1
EMP0029,Đặng Thị Nga,1980-08-18,Nữ,080901445790,120 Bùi Viện,Phú Hội,Huế,0358324210,13219245,EMP0005,CEN005,RC0005,0,1,0,0,0
EMP0030,Dương Ngọc Hằng,1996-06-06,Nữ,010983770214,253 Nam Kỳ Khởi Nghĩa,Kiến An,Hải Phòng,0779401399,9836093,EMP0007,CEN007,CS0004,0,0,0,1,0
EMP0031,Lương Thị Linh,2005-12-11,Nữ,083703364863,224 Pasteur,Ngô Quyền,Hải Phòng,0815512567,13524960,EMP0008,CEN008,TN0007,0,0,1,0,0
EMP0032,Trương Thị Hằng,1988-12-05,Nữ,083004484417,207 Cống Quỳnh,Tân Phong,Biên Hòa,0810385977,13916746,EMP0005,CEN005,RC0006,0,1,0,0,0
EMP0033,Trương Bích Quỳnh,2003-04-15,Nữ,025200579077,312 Nguyễn Thị Minh Khai,Ba Đình,Hà Nội,0811317127,15305129,EMP0008,CEN008,TN0008,0,0,1,0,0
EMP0034,Ngô Xuân Huệ,1988-09-17,Nữ,049202810208,472 Hai Bà Trưng,Ngũ Hành Sơn,Đà Nẵng,0946584044,14627943,EMP0009,CEN009,RC0007,0,1,0,0,0
EMP0035,Hoàng Xuân Nhi,1969-10-24,Nữ,093505250405,194 Nam Kỳ Khởi Nghĩa,Rạch Dừa,Vũng Tàu,0566360576,16819707,EMP0006,CEN006,TN0009,0,0,1,0,0
EMP0036,Lý Văn Khoa,1982-12-06,Nam,011800757537,433 Tôn Đức Thắng,Tân Phong,Biên Hòa,0366217459,16493556,EMP0010,CEN010,TN0010,0,0,1,0,0
EMP0037,Bùi Quang Hiếu,1981-11-29,Nam,064405094769,36 Võ Thị Sáu,Phường 1,Vũng Tàu,0811172400,18938791,EMP0008,CEN008,AD0006,0,0,0,0,1
EMP0038,Đỗ Kim Đào,1986-01-29,Nữ,017297401126,406 Bùi Viện,Phước Long,Nha Trang,0583792374,11510426,EMP0009,CEN009,RC0008,0,1,0,0,0
EMP0039,Dương Quốc Tùng,1977-05-11,Nam,070402208894,328 Nguyễn Đình Chiểu,Long Bình,Biên Hòa,0797136959,14559361,EMP0008,CEN008,RC0009,0,1,0,0,0
EMP0040,Nguyễn Thanh Phương,1988-12-24,Nữ,079302229642,463 Lý Tự Trọng,Tân Uyên,Bình Dương,0593942104,12000770,EMP0001,CEN001,RC0010,0,1,0,0,0
EMP0041,Hoàng Ngọc Quỳnh,1978-01-18,Nữ,089502870813,403 Lý Thường Kiệt,Thanh Khê,Đà Nẵng,0374745171,17524880,EMP0007,CEN007,TN0011,0,0,1,0,0
EMP0042,Trương Kim Hà,1997-04-26,Nữ,068405985967,233 Nguyễn Trãi,Kiến An,Hải Phòng,0781370985,9345960,EMP0001,CEN001,CS0005,0,0,0,1,0
EMP0043,Dương Quốc Khang,1992-11-27,Nam,025884389033,60 Lê Văn Sỹ,Quận 10,TP. Hồ Chí Minh,0908692617,9615305,EMP0001,CEN001,RC0011,0,1,0,0,0
EMP0044,Đỗ Minh Nghĩa,1980-05-23,Nam,091578199028,189 Bùi Viện,Tân Phong,Biên Hòa,0357139005,17567310,EMP0004,CEN004,TN0012,0,0,1,0,0
EMP0045,Lê Quang Phong,1991-03-06,Nam,001401136306,462 Nguyễn Công Trứ,Trảng Dài,Biên Hòa,0854210205,11499728,EMP0004,CEN004,CS0006,0,0,0,1,0
EMP0046,Nguyễn Bích Nhung,1991-10-29,Nữ,044500473962,33 Phạm Ngũ Lão,Phường 1,Vũng Tàu,0843908470,12995040,EMP0007,CEN007,RC0012,0,1,0,0,0
EMP0047,Ngô Ngọc Kim,2003-09-03,Nữ,008290613799,312 Cách Mạng Tháng 8,Đống Đa,Hà Nội,0855698478,7222157,EMP0008,CEN008,CS0007,0,0,0,1,0
EMP0048,Trương Minh Lâm,1979-02-20,Nam,040102697416,233 Lý Tự Trọng,Vĩnh Hải,Nha Trang,0705271111,16344791,EMP0004,CEN004,TN0013,0,0,1,0,0
EMP0049,Hoàng Hoàng Diệu,1979-02-19,Nữ,035605053945,63 Bùi Viện,Phường 3,Vũng Tàu,0769451983,12723056,EMP0009,CEN009,CS0008,0,0,0,1,0
EMP0050,Vũ Ngọc Trang,1997-12-03,Nữ,086804643378,116 Pasteur,Tây Hồ,Hà Nội,0908094024,18999311,EMP0006,CEN006,AD0007,0,0,0,0,1
EMP0051,Nguyễn Bích Hương,1987-06-23,Nữ,010883475682,325 Phạm Ngũ Lão,Thanh Xuân,Hà Nội,0772545991,9928585,EMP0007,CEN007,CS0009,0,0,0,1,0
EMP0052,Mai Văn Hải,2003-03-21,Nam,022883116276,213 Nguyễn Văn Cừ,Tây Lộc,Huế,0769784036,8891489,EMP0007,CEN007,RC0013,0,1,0,0,0
EMP0053,Đặng Minh Khoa,2003-01-04,Nam,042287737852,255 Nguyễn Huệ,Tân Phong,Biên Hòa,0398851606,9733204,EMP0005,CEN005,CS0010,0,0,0,1,0
EMP0054,Bùi Trọng Lâm,2005-08-24,Nam,017905964448,11 Phan Đình Phùng,Hồng Bàng,Hải Phòng,0781613696,7562176,EMP0007,CEN007,CS0011,0,0,0,1,0
EMP0055,Đặng Kim Nga,1973-02-10,Nữ,091505854628,262 Điện Biên Phủ,Cầu Giấy,Hà Nội,0363124329,14626582,EMP0003,CEN003,TN0014,0,0,1,0,0
EMP0056,Huỳnh Công Phúc,1997-12-02,Nam,033572491699,326 Nguyễn Thị Minh Khai,Tây Lộc,Huế,0824490581,10419434,EMP0010,CEN010,CS0012,0,0,0,1,0
EMP0057,Trần Thị Trinh,1987-08-25,Nữ,095004683501,298 Nguyễn Văn Cừ,Thanh Trì,Hà Nội,0385978207,23099885,EMP0002,CEN002,AD0008,0,0,0,0,1
EMP0058,Đinh Đức Cường,2000-06-24,Nam,036503428625,313 Điện Biên Phủ,Tây Lộc,Huế,0935905151,8531659,EMP0008,CEN008,RC0014,0,1,0,0,0
EMP0059,Đặng Phương Thư,1971-12-14,Nữ,095692983566,180 Nguyễn Thái Học,Thanh Xuân,Hà Nội,0344865281,20204824,EMP0006,CEN006,AD0009,0,0,0,0,1
EMP0060,Nguyễn Kim Thanh,1979-09-18,Nữ,015195106053,116 Hai Bà Trưng,Hóa An,Biên Hòa,0848805929,12153981,EMP0004,CEN004,RC0015,0,1,0,0,0
EMP0061,Huỳnh Trọng Long,1982-03-20,Nam,096705821874,369 Bùi Viện,Vĩnh Hải,Nha Trang,0823834735,11796273,EMP0001,CEN001,CS0013,0,0,0,1,0
EMP0062,Đặng Thanh Loan,1970-08-14,Nữ,006704979677,447 Lý Thường Kiệt,Thốt Nốt,Cần Thơ,0358141247,15097178,EMP0003,CEN003,TN0015,0,0,1,0,0
EMP0063,Lê Hồng Giang,1974-03-17,Nữ,025602235445,258 Phan Đình Phùng,Lộc Thọ,Nha Trang,0325152204,21274032,EMP0001,CEN001,AD0010,0,0,0,0,1
EMP0064,Lý Công Nhật,1976-12-22,Nam,054900813875,428 Hai Bà Trưng,Quận 9,TP. Hồ Chí Minh,0763410369,12254261,EMP0002,CEN002,RC0016,0,1,0,0,0
EMP0065,Lý Trọng Tùng,1977-02-02,Nam,042001598384,74 Đề Thám,Dĩ An,Bình Dương,0812185188,13443366,EMP0009,CEN009,RC0017,0,1,0,0,0
EMP0066,Hồ Công Cường,1974-09-17,Nam,008591658775,183 Nguyễn Huệ,Đồ Sơn,Hải Phòng,0359520585,14307292,EMP0006,CEN006,CS0014,0,0,0,1,0
EMP0067,Lý Bích Hoa,1995-12-17,Nữ,089002540418,23 Hai Bà Trưng,Quận 10,TP. Hồ Chí Minh,0798740345,9873274,EMP0008,CEN008,RC0018,0,1,0,0,0
EMP0068,Võ Ngọc Trinh,2003-12-02,Nữ,048704279676,499 Cách Mạng Tháng 8,Xuân Phú,Huế,0941616928,10167136,EMP0007,CEN007,TN0016,0,0,1,0,0
EMP0069,Lê Thành Tuấn,1988-06-13,Nam,044002644718,228 Đề Thám,Phước Tân,Nha Trang,0814016582,14548989,EMP0010,CEN010,TN0017,0,0,1,0,0
EMP0070,Trần Bích Dung,2005-03-15,Nữ,015702465504,17 Pasteur,Hóa An,Biên Hòa,0931928565,11275903,EMP0006,CEN006,RC0019,0,1,0,0,0
EMP0071,Nguyễn Đức Tài,1989-05-08,Nam,044302727691,134 Cống Quỳnh,Tây Hồ,Hà Nội,0833121727,17305897,EMP0009,CEN009,TN0018,0,0,1,0,0
EMP0072,Đỗ Ngọc Oanh,2001-12-16,Nữ,064204235134,475 Đề Thám,Cẩm Lệ,Đà Nẵng,0353237058,14873864,EMP0005,CEN005,TN0019,0,0,1,0,0
EMP0073,Trương Bích Uyên,1970-07-08,Nữ,051604077333,369 Đề Thám,Hải An,Hải Phòng,0365177852,23030667,EMP0002,CEN002,AD0011,0,0,0,0,1
EMP0074,Hoàng Đình Thắng,1971-11-24,Nam,033304938397,85 Nguyễn Đình Chiểu,Thanh Xuân,Hà Nội,0761438424,17717354,EMP0001,CEN001,AD0012,0,0,0,0,1
EMP0075,Lương Trọng Kiên,1972-02-17,Nam,004090808475,474 Lý Tự Trọng,Thuận An,Bình Dương,0564396907,15727970,EMP0010,CEN010,RC0020,0,1,0,0,0
EMP0076,Lý Hồng Yến,1972-05-28,Nữ,045301327766,213 Nguyễn Văn Cừ,Quận 6,TP. Hồ Chí Minh,0975562588,15062192,EMP0002,CEN002,RC0021,0,1,0,0,0
EMP0077,Dương Hữu Trung,2000-06-12,Nam,087901852993,485 Nguyễn Đình Chiểu,Hoàn Kiếm,Hà Nội,0779532787,12422482,EMP0003,CEN003,TN0020,0,0,1,0,0
EMP0078,Nguyễn Ngọc Yến,1975-06-07,Nữ,030705705188,25 Hoàng Văn Thụ,Thốt Nốt,Cần Thơ,0834801624,13423963,EMP0004,CEN004,TN0021,0,0,1,0,0
EMP0079,Trần Thanh Diệu,1983-07-26,Nữ,049702865401,38 Nguyễn Đình Chiểu,Long Bình,Biên Hòa,0589121655,12220464,EMP0004,CEN004,CS0015,0,0,0,1,0
EMP0080,Phan Trọng Thắng,1971-07-07,Nam,082701635710,366 Lý Thường Kiệt,Quận 2,TP. Hồ Chí Minh,0988259526,15793747,EMP0001,CEN001,TN0022,0,0,1,0,0
EMP0081,Đinh Hoàng Nhi,1987-10-31,Nữ,034104322623,9 Lý Tự Trọng,Hải An,Hải Phòng,0940974993,14890009,EMP0010,CEN010,TN0023,0,0,1,0,0
EMP0082,Huỳnh Hoàng Uyên,2003-10-26,Nữ,056184328930,125 Bùi Viện,Hòa Vang,Đà Nẵng,0812636897,6732416,EMP0007,CEN007,CS0016,0,0,0,1,0
EMP0083,Đinh Minh Vũ,2003-12-28,Nam,045802708699,490 Cách Mạng Tháng 8,Phường 4,Vũng Tàu,0934973348,10052759,EMP0008,CEN008,TN0024,0,0,1,0,0
EMP0084,Đặng Hồng Kim,1987-04-26,Nữ,012903939272,141 Phạm Ngũ Lão,Rạch Dừa,Vũng Tàu,0795240415,14214152,EMP0006,CEN006,TN0025,0,0,1,0,0
EMP0085,Lý Hồng Mai,1978-12-02,Nữ,062971702371,71 Võ Văn Tần,Thắng Nhì,Vũng Tàu,0988330165,16832517,EMP0005,CEN005,AD0013,0,0,0,0,1
EMP0086,Nguyễn Quang Long,1976-02-21,Nam,033400683984,494 Cống Quỳnh,Vĩnh Ninh,Huế,0563802620,15409586,EMP0008,CEN008,TN0026,0,0,1,0,0
EMP0087,Đặng Văn Anh,1981-09-11,Nam,052801892400,233 Nguyễn Đình Chiểu,Bắc Từ Liêm,Hà Nội,0847431527,16379718,EMP0010,CEN010,RC0022,0,1,0,0,0
EMP0088,Bùi Quốc Xuân,1990-04-06,Nam,038600420304,328 Tôn Đức Thắng,Liên Chiểu,Đà Nẵng,0901227530,12962470,EMP0004,CEN004,CS0017,0,0,0,1,0
EMP0089,Dương Quốc Bảo,1990-07-16,Nam,025003321709,185 Nguyễn Thị Minh Khai,Quận 9,TP. Hồ Chí Minh,0376841459,17011364,EMP0010,CEN010,TN0027,0,0,1,0,0
EMP0090,Lý Đức Phúc,1992-04-22,Nam,046801798867,282 Đề Thám,Hóa An,Biên Hòa,0399187851,12628547,EMP0010,CEN010,CS0018,0,0,0,1,0
EMP0091,Trương Quang Nam,1970-02-27,Nam,012303095359,267 Tôn Đức Thắng,Sơn Trà,Đà Nẵng,0988707286,12853213,EMP0003,CEN003,CS0019,0,0,0,1,0
EMP0092,Trương Công Việt,1977-10-16,Nam,008005066857,112 Phạm Ngũ Lão,Hồng Bàng,Hải Phòng,0850170462,13425613,EMP0007,CEN007,CS0020,0,0,0,1,0
EMP0093,Đỗ Thanh Giang,1998-11-25,Nữ,014587412151,494 Bùi Viện,Lộc Thọ,Nha Trang,0842300478,20647957,EMP0007,CEN007,AD0014,0,0,0,0,1
EMP0094,Vũ Hồng Hằng,1979-09-30,Nữ,040900252356,415 Lê Lợi,Ninh Kiều,Cần Thơ,0381190790,18538139,EMP0005,CEN005,TN0028,0,0,1,0,0
EMP0095,Dương Hồng Nhi,1991-01-23,Nữ,033905858136,120 Nguyễn Đình Chiểu,Liên Chiểu,Đà Nẵng,0773428364,13832763,EMP0001,CEN001,RC0023,0,1,0,0,0
EMP0096,Ngô Quang Tài,1989-02-01,Nam,040275791062,357 Cách Mạng Tháng 8,Phước Long,Nha Trang,0857334270,12892384,EMP0006,CEN006,RC0024,0,1,0,0,0
EMP0097,Trương Hoàng Hoa,1971-07-31,Nữ,086593869695,41 Nguyễn Thị Minh Khai,Cái Răng,Cần Thơ,0380469901,16773085,EMP0005,CEN005,TN0029,0,0,1,0,0
EMP0098,Lý Minh Bảo,1994-10-28,Nam,077705633760,61 Phạm Ngũ Lão,Bình Thủy,Cần Thơ,0913638546,16665277,EMP0001,CEN001,TN0030,0,0,1,0,0
EMP0099,Đặng Phương Trinh,1977-10-01,Nữ,077502328122,370 Nguyễn Công Trứ,Phú Hội,Huế,0810932048,16938371,EMP0008,CEN008,TN0031,0,0,1,0,0
EMP0100,Đặng Bích Mai,1969-10-24,Nữ,094596512356,282 Lê Văn Sỹ,Dĩ An,Bình Dương,0927725228,18491249,EMP0007,CEN007,TN0032,0,0,1,0,0
EMP0101,Đinh Văn Đức,1975-04-05,Nam,008286478160,432 Lý Thường Kiệt,Gò Vấp,TP. Hồ Chí Minh,0780997700,18882808,EMP0001,CEN001,AD0015,0,0,0,0,1
EMP0102,Nguyễn Thị Ly,1972-10-09,Nữ,068601112214,417 Điện Biên Phủ,Hồng Bàng,Hải Phòng,0358233984,13927033,EMP0009,CEN009,CS0021,0,0,0,1,0
EMP0103,Lê Kim Yến,1984-05-16,Nữ,066082395490,424 Bùi Viện,Cái Răng,Cần Thơ,0857002176,13076263,EMP0004,CEN004,TN0033,0,0,1,0,0
EMP0104,Đinh Văn Quang,1985-10-17,Nam,068404690077,474 Lê Lợi,Phú Nhuận,Huế,0332503926,10823676,EMP0010,CEN010,RC0025,0,1,0,0,0
EMP0105,Lương Minh Xuân,2002-06-03,Nam,080102056304,387 Phan Đình Phùng,Phường 3,Vũng Tàu,0356315999,13147981,EMP0007,CEN007,AD0016,0,0,0,0,1
EMP0106,Võ Công Tài,1981-06-17,Nam,067689309727,349 Đinh Tiên Hoàng,Vĩnh Phước,Nha Trang,0943114262,15914676,EMP0009,CEN009,RC0026,0,1,0,0,0
EMP0107,Phạm Ngọc Anh,1982-06-12,Nữ,019604537333,68 Nguyễn Trãi,Tân Hiệp,Biên Hòa,0811015819,16264604,EMP0008,CEN008,AD0017,0,0,0,0,1
EMP0108,Đặng Đình Hiếu,1986-07-17,Nam,037279281444,87 Điện Biên Phủ,Thốt Nốt,Cần Thơ,0832126464,12874423,EMP0009,CEN009,CS0022,0,0,0,1,0
EMP0109,Võ Hồng Kim,1976-02-09,Nữ,094604398343,156 Lý Thường Kiệt,Phú Hội,Huế,0945756924,11028384,EMP0004,CEN004,CS0023,0,0,0,1,0
EMP0110,Lý Thành Minh,1986-11-05,Nam,095902394322,325 Đề Thám,Đồ Sơn,Hải Phòng,0706519398,22237735,EMP0006,CEN006,AD0018,0,0,0,0,1
EMP0111,Dương Minh Nghĩa,1995-12-16,Nam,025405443681,325 Lý Thường Kiệt,Vĩnh Phước,Nha Trang,0946179796,9470172,EMP0002,CEN002,CS0024,0,0,0,1,0
EMP0112,Trương Thị Trinh,1972-09-16,Nữ,067589046448,394 Nguyễn Trãi,Thủ Dầu Một,Bình Dương,0566561014,12041156,EMP0009,CEN009,CS0025,0,0,0,1,0
EMP0113,Dương Thành Huy,1992-09-18,Nam,011400121707,13 Hoàng Văn Thụ,Phường 2,Vũng Tàu,0962545738,14849777,EMP0010,CEN010,TN0034,0,0,1,0,0
EMP0114,Phạm Xuân Giang,1976-06-27,Nữ,066101975094,435 Nguyễn Huệ,Quận 4,TP. Hồ Chí Minh,0923828258,15877946,EMP0005,CEN005,TN0035,0,0,1,0,0
EMP0115,Hồ Đức Minh,1979-08-25,Nam,020703004666,315 Phạm Ngũ Lão,Lộc Thọ,Nha Trang,0913341918,14703978,EMP0007,CEN007,CS0026,0,0,0,1,0
EMP0116,Phan Xuân Hiền,1995-07-07,Nữ,062602369082,306 Cách Mạng Tháng 8,Thắng Nhì,Vũng Tàu,0977924991,11460142,EMP0008,CEN008,RC0027,0,1,0,0,0
EMP0117,Vũ Quốc Hùng,1998-06-10,Nam,056603666371,306 Trường Chinh,Phường 4,Vũng Tàu,0852827422,8756514,EMP0003,CEN003,RC0028,0,1,0,0,0
EMP0118,Đỗ Văn Tài,1986-08-19,Nam,068703512438,254 Nguyễn Thị Minh Khai,Phường 5,Vũng Tàu,0371903404,13432067,EMP0007,CEN007,RC0029,0,1,0,0,0
EMP0119,Huỳnh Xuân Phượng,1992-10-02,Nữ,027802568373,294 Nguyễn Trãi,Phường 5,Vũng Tàu,0960783613,9279017,EMP0008,CEN008,CS0027,0,0,0,1,0
EMP0120,Võ Kim Hà,1987-01-17,Nữ,070504663508,378 Nguyễn Công Trứ,Bình Thủy,Cần Thơ,0812923309,16731863,EMP0002,CEN002,TN0036,0,0,1,0,0
EMP0121,Mai Hoàng Lan,1984-09-29,Nữ,091194823856,488 Võ Văn Tần,Kiến An,Hải Phòng,0810422325,16715225,EMP0005,CEN005,TN0037,0,0,1,0,0
EMP0122,Lý Bích Phượng,1991-12-13,Nữ,089105291740,325 Trần Hưng Đạo,Vĩnh Phước,Nha Trang,0915775901,12332788,EMP0007,CEN007,CS0028,0,0,0,1,0
EMP0123,Lê Hoàng Yến,1977-11-22,Nữ,034804893829,166 Võ Văn Tần,Ô Môn,Cần Thơ,0835001701,13378951,EMP0007,CEN007,RC0030,0,1,0,0,0
EMP0124,Nguyễn Thanh Mai,1996-08-13,Nữ,010581696787,478 Tôn Đức Thắng,Ngô Quyền,Hải Phòng,0982064361,16597283,EMP0003,CEN003,AD0019,0,0,0,0,1
EMP0125,Lý Hữu Khoa,2000-01-01,Nam,083103727744,357 Nguyễn Huệ,Phú Hội,Huế,0367136111,8641054,EMP0009,CEN009,CS0029,0,0,0,1,0
EMP0126,Hoàng Thanh Hoa,1986-07-08,Nữ,044505784616,333 Võ Thị Sáu,Ba Đình,Hà Nội,0366973112,10688354,EMP0003,CEN003,CS0030,0,0,0,1,0
EMP0127,Đỗ Thanh Thảo,1999-10-29,Nữ,060902816808,128 Trần Hưng Đạo,Đồ Sơn,Hải Phòng,0910438983,9721113,EMP0004,CEN004,CS0031,0,0,0,1,0
EMP0128,Vũ Công Hiếu,1981-06-01,Nam,036597879727,456 Điện Biên Phủ,Thủ Dầu Một,Bình Dương,0566582710,11101225,EMP0008,CEN008,RC0031,0,1,0,0,0
EMP0129,Võ Minh Cường,1969-02-04,Nam,079603086431,365 Nguyễn Thị Minh Khai,Phường 3,Vũng Tàu,0598892414,23406206,EMP0007,CEN007,AD0020,0,0,0,0,1
EMP0130,Hoàng Quang An,2001-09-19,Nam,006383121620,374 Trường Chinh,Đồ Sơn,Hải Phòng,0829904210,11001835,EMP0002,CEN002,TN0038,0,0,1,0,0
EMP0131,Huỳnh Công Công,1998-12-26,Nam,087400808903,384 Lý Thường Kiệt,Sơn Trà,Đà Nẵng,0980564814,16152542,EMP0005,CEN005,TN0039,0,0,1,0,0
EMP0132,Lý Công Thắng,1970-11-18,Nam,079105757888,81 Hoàng Văn Thụ,Dĩ An,Bình Dương,0353800030,15140068,EMP0008,CEN008,TN0040,0,0,1,0,0
EMP0133,Hoàng Bích Chi,1976-07-05,Nữ,074572599298,214 Lê Duẩn,Cái Răng,Cần Thơ,0781802380,14841373,EMP0007,CEN007,CS0032,0,0,0,1,0
EMP0134,Đặng Phương Thảo,1981-02-05,Nữ,080401486462,150 Hai Bà Trưng,Quận 12,TP. Hồ Chí Minh,0789738320,15729553,EMP0008,CEN008,RC0032,0,1,0,0,0
EMP0135,Trương Thành Anh,1980-01-13,Nam,096300149289,106 Nguyễn Trãi,Vĩnh Hải,Nha Trang,0914103865,23888812,EMP0001,CEN001,AD0021,0,0,0,0,1
EMP0136,Đinh Đức Huy,1977-02-13,Nam,025480971025,494 Bùi Viện,Gò Vấp,TP. Hồ Chí Minh,0946557431,12096460,EMP0010,CEN010,RC0033,0,1,0,0,0
EMP0137,Hoàng Hữu Long,1994-03-11,Nam,022702893892,184 Nam Kỳ Khởi Nghĩa,Lộc Thọ,Nha Trang,0351249035,16862053,EMP0006,CEN006,TN0041,0,0,1,0,0
EMP0138,Đỗ Đình Thắng,1997-02-16,Nam,086704261989,488 Nguyễn Huệ,Ngô Quyền,Hải Phòng,0357121003,11192287,EMP0005,CEN005,RC0034,0,1,0,0,0
EMP0139,Đỗ Ngọc Thu,1998-04-12,Nữ,044297869642,463 Hai Bà Trưng,Quận 3,TP. Hồ Chí Minh,0945107029,10309465,EMP0002,CEN002,CS0033,0,0,0,1,0
EMP0140,Nguyễn Thanh Đào,1979-07-22,Nữ,004901678720,229 Võ Văn Tần,Sơn Trà,Đà Nẵng,0767687014,12246810,EMP0004,CEN004,RC0035,0,1,0,0,0
